NO2_lag1,NO2
1.8877201e-05,2.569413e-05
2.569413e-05,2.4837642e-05
2.4837642e-05,3.7413545e-05
3.7413545e-05,3.5852983e-05
3.5852983e-05,3.5867226e-05
3.5867226e-05,4.9556256e-05
4.9556256e-05,4.146642e-05
4.146642e-05,5.167837e-05
5.167837e-05,4.4416836e-05
4.4416836e-05,5.3612206e-05
5.3612206e-05,4.50915415e-05
4.50915415e-05,3.6570877e-05
3.6570877e-05,1.9686786e-05
1.9686786e-05,3.1314168e-05
3.1314168e-05,3.3104858e-05
3.3104858e-05,2.959444e-05
2.959444e-05,3.0843574e-05
3.0843574e-05,2.9331775e-05
2.9331775e-05,2.6162203e-05
2.6162203e-05,2.9408218e-05
2.9408218e-05,2.4816798e-05
2.4816798e-05,5.1198433e-05
5.1198433e-05,4.9148104e-05
4.9148104e-05,4.8166465e-05
4.8166465e-05,4.838561e-05
4.838561e-05,3.3776836e-05
3.3776836e-05,3.38531155e-05
3.38531155e-05,3.3929395e-05
3.3929395e-05,3.3270655e-05
3.3270655e-05,2.8560837e-05
2.8560837e-05,2.7758231e-05
2.7758231e-05,1.4790267e-05
1.4790267e-05,1.7322824999999998e-05
1.7322824999999998e-05,1.9855383e-05
1.9855383e-05,3.345119e-05
3.345119e-05,5.5216216e-05
5.5216216e-05,3.8530605e-05
3.8530605e-05,3.9559316e-05
3.9559316e-05,3.230461e-05
3.230461e-05,2.3779912e-05
2.3779912e-05,2.2236329e-05
2.2236329e-05,2.568087e-05
2.568087e-05,2.2591601500000003e-05
2.2591601500000003e-05,1.9502333e-05
1.9502333e-05,4.603163e-05
4.603163e-05,3.4176337e-05
3.4176337e-05,2.9245228e-05
2.9245228e-05,2.6790482e-05
2.6790482e-05,2.8190096e-05
2.8190096e-05,3.1725096e-05
3.1725096e-05,3.065439e-05
3.065439e-05,5.5811226e-05
5.5811226e-05,2.6323172e-05
2.6323172e-05,4.363756e-05
4.363756e-05,3.5741192e-05
3.5741192e-05,5.423517e-05
5.423517e-05,4.5721583e-05
4.5721583e-05,4.0899886e-05
4.0899886e-05,4.0835119e-05
4.0835119e-05,4.0770352e-05
4.0770352e-05,4.0765466e-05
4.0765466e-05,8.0139514e-05
8.0139514e-05,5.316448e-05
5.316448e-05,3.5597284e-05
3.5597284e-05,5.1505947e-05
5.1505947e-05,4.1478314e-05
4.1478314e-05,2.8500572e-05
2.8500572e-05,1.1102757e-05
1.1102757e-05,2.5142966e-05
2.5142966e-05,1.6534523e-05
1.6534523e-05,2.8391734e-05
2.8391734e-05,4.105241e-05
4.105241e-05,2.9154948e-05
2.9154948e-05,2.4290222e-05
2.4290222e-05,2.8348201e-05
2.8348201e-05,3.240618e-05
3.240618e-05,3.753524e-05
3.753524e-05,2.6355681e-05
2.6355681e-05,1.8353556e-05
1.8353556e-05,2.4629291e-05
2.4629291e-05,3.6780984e-05
3.6780984e-05,2.3840033e-05
2.3840033e-05,2.9847815e-05
2.9847815e-05,3.520192e-05
3.520192e-05,2.5946996e-05
2.5946996e-05,1.6321952e-05
1.6321952e-05,3.37605e-05
3.37605e-05,3.3040127e-05
3.3040127e-05,2.3383993e-05
2.3383993e-05,3.0030586e-05
3.0030586e-05,2.871896e-05
2.871896e-05,2.7407334e-05
2.7407334e-05,2.7219778e-05
2.7219778e-05,3.562346e-05
3.562346e-05,2.463332e-05
2.463332e-05,2.61836e-05
2.61836e-05,3.0044037e-05
3.0044037e-05,2.6342108e-05
2.6342108e-05,3.4913555e-05
3.4913555e-05,3.0273413e-05
3.0273413e-05,3.14742e-05
3.14742e-05,3.3738153e-05
3.3738153e-05,3.1621115e-05
3.1621115e-05,4.0278857e-05
4.0278857e-05,4.1277388e-05
4.1277388e-05,3.2475844e-05
3.2475844e-05,2.5264719e-05
2.5264719e-05,1.8053594e-05
1.8053594e-05,1.8090823e-05
1.8090823e-05,4.9271497e-05
4.9271497e-05,3.9944556e-05
3.9944556e-05,2.7058824e-05
2.7058824e-05,3.030263e-05
3.030263e-05,2.5014566e-05
2.5014566e-05,2.805202e-05
2.805202e-05,2.3902176e-05
2.3902176e-05,3.0564996e-05
3.0564996e-05,3.3863944e-05
3.3863944e-05,1.0074308e-05
1.0074308e-05,2.9123019e-05
2.9123019e-05,3.2031185e-05
3.2031185e-05,3.1818916e-05
3.1818916e-05,3.737499e-05
3.737499e-05,4.2931064e-05
4.2931064e-05,3.5179433e-05
3.5179433e-05,6.346935e-05
6.346935e-05,4.749854e-05
4.749854e-05,3.766527666666667e-05
3.766527666666667e-05,2.7832013333333333e-05
2.7832013333333333e-05,1.799875e-05
1.799875e-05,2.6882504e-05
2.6882504e-05,2.2323002e-05
2.2323002e-05,3.393017e-05
3.393017e-05,5.211821e-05
5.211821e-05,3.0274654e-05
3.0274654e-05,5.7891943e-05
5.7891943e-05,4.841228e-05
4.841228e-05,5.2819365e-05
5.2819365e-05,5.722645e-05
5.722645e-05,6.1633535e-05
6.1633535e-05,6.604062e-05
6.604062e-05,4.662493e-05
4.662493e-05,3.6553916e-05
3.6553916e-05,2.259821e-05
2.259821e-05,3.9485738e-05
3.9485738e-05,6.5921784e-05
6.5921784e-05,3.0985077e-05
3.0985077e-05,2.665019e-05
2.665019e-05,2.756745133333333e-05
2.756745133333333e-05,2.8484712666666668e-05
2.8484712666666668e-05,2.9401974e-05
2.9401974e-05,1.6372067e-05
1.6372067e-05,2.5474963e-05
2.5474963e-05,2.6570638666666663e-05
2.6570638666666663e-05,2.766631433333333e-05
2.766631433333333e-05,2.876199e-05
2.876199e-05,4.9392587e-05
4.9392587e-05,3.5765537e-05
3.5765537e-05,6.010781e-05
6.010781e-05,3.6054425e-05
3.6054425e-05,2.5507412e-05
2.5507412e-05,2.6020887e-05
2.6020887e-05,2.3510554e-05
2.3510554e-05,2.755176e-05
2.755176e-05,2.1563104e-05
2.1563104e-05,2.0977275e-05
2.0977275e-05,3.3101536e-05
3.3101536e-05,1.8408251e-05
1.8408251e-05,2.5078043e-05
2.5078043e-05,3.3609493e-05
3.3609493e-05,3.2667793e-05
3.2667793e-05,3.1726093e-05
3.1726093e-05,5.611008e-05
5.611008e-05,4.8295537e-05
4.8295537e-05,7.33265e-05
7.33265e-05,5.945890833333334e-05
5.945890833333334e-05,4.559131666666667e-05
4.559131666666667e-05,3.1723725e-05
3.1723725e-05,5.6416862e-05
5.6416862e-05,6.8343836e-05
6.8343836e-05,8.027081e-05
8.027081e-05,6.693427100000001e-05
6.693427100000001e-05,5.3597732e-05
5.3597732e-05,2.6924654e-05
2.6924654e-05,2.7504148e-05
2.7504148e-05,2.8663136e-05
2.8663136e-05,2.924263e-05
2.924263e-05,2.9822124e-05
2.9822124e-05,3.457981725e-05
3.457981725e-05,3.93375105e-05
3.93375105e-05,4.409520375e-05
4.409520375e-05,4.8852897e-05
4.8852897e-05,3.882177e-05
3.882177e-05,3.104928e-05
3.104928e-05,3.124791e-05
3.124791e-05,3.144654e-05
3.144654e-05,3.164517e-05
3.164517e-05,3.102627e-05
3.102627e-05,2.93947115e-05
2.93947115e-05,2.7763153e-05
2.7763153e-05,3.63196365e-05
3.63196365e-05,4.487612e-05
4.487612e-05,2.7077183e-05
2.7077183e-05,3.60975e-05
3.60975e-05,3.394438e-05
3.394438e-05,3.5453309999999995e-05
3.5453309999999995e-05,3.696224e-05
3.696224e-05,3.847117e-05
3.847117e-05,3.99801e-05
3.99801e-05,3.3441684e-05
3.3441684e-05,3.358885e-05
3.358885e-05,2.3869588e-05
2.3869588e-05,2.4979208e-05
2.4979208e-05,2.5670286e-05
2.5670286e-05,2.6361364e-05
2.6361364e-05,2.83678892e-05
2.83678892e-05,3.23809396e-05
3.23809396e-05,3.43874648e-05
3.43874648e-05,3.639399e-05
3.639399e-05,6.6270855e-05
6.6270855e-05,5.78331934e-05
5.78331934e-05,4.93955318e-05
4.93955318e-05,4.09578702e-05
4.09578702e-05,3.25202086e-05
3.25202086e-05,2.4082547e-05
2.4082547e-05,2.7151370250000003e-05
2.7151370250000003e-05,3.02201935e-05
3.02201935e-05,3.328901675e-05
3.328901675e-05,3.635784e-05
3.635784e-05,4.5133536e-05
4.5133536e-05,4.9315717e-05
4.9315717e-05,4.466865133333333e-05
4.466865133333333e-05,4.002158566666667e-05
4.002158566666667e-05,3.537452e-05
3.537452e-05,3.3445456e-05
3.3445456e-05,3.079180925e-05
3.079180925e-05,2.81381625e-05
2.81381625e-05,2.548451575e-05
2.548451575e-05,2.2830869e-05
2.2830869e-05,2.7475555e-05
2.7475555e-05,4.329715e-05
4.329715e-05,3.264396e-05
3.264396e-05,4.5810237e-05
4.5810237e-05,3.760129533333333e-05
3.760129533333333e-05,2.9392353666666668e-05
2.9392353666666668e-05,2.1183412e-05
2.1183412e-05,2.6966554e-05
2.6966554e-05,3.2749696e-05
3.2749696e-05,3.8532838e-05
3.8532838e-05,4.431598e-05
4.431598e-05,2.446377e-05
2.446377e-05,3.57107e-05
3.57107e-05,4.028322e-05
4.028322e-05,4.0262697e-05
4.0262697e-05,3.349987e-05
3.349987e-05,4.6132285e-05
4.6132285e-05,4.0888022e-05
4.0888022e-05,4.6204445e-05
4.6204445e-05,3.47498925e-05
3.47498925e-05,2.329534e-05
2.329534e-05,2.475853233333333e-05
2.475853233333333e-05,2.6221724666666665e-05
2.6221724666666665e-05,2.7684917e-05
2.7684917e-05,3.531195e-05
3.531195e-05,2.5930742e-05
2.5930742e-05,3.31405935e-05
3.31405935e-05,4.0350445e-05
4.0350445e-05,2.3912422e-05
2.3912422e-05,3.0193149e-05
3.0193149e-05,3.5989786e-05
3.5989786e-05,3.863674e-05
3.863674e-05,4.1999119e-05
4.1999119e-05,4.5361498e-05
4.5361498e-05,4.8723877e-05
4.8723877e-05,5.2086256e-05
5.2086256e-05,5.5104632e-05
5.5104632e-05,3.461962e-05
3.461962e-05,3.75483e-05
3.75483e-05,3.5983892e-05
3.5983892e-05,5.7746598e-05
5.7746598e-05,1.2783111e-05
1.2783111e-05,2.4466812e-05
2.4466812e-05,4.7558475e-05
4.7558475e-05,3.749348e-05
3.749348e-05,3.6398247e-05
3.6398247e-05,3.264707e-05
3.264707e-05,5.547014e-05
5.547014e-05,5.7640613e-05
5.7640613e-05,5.5283428e-05
5.5283428e-05,4.4994158e-05
4.4994158e-05,3.9195573e-05
3.9195573e-05,2.2663586e-05
2.2663586e-05,4.732567e-05
4.732567e-05,4.1204774e-05
4.1204774e-05,3.5083878e-05
3.5083878e-05,5.5530807e-05
5.5530807e-05,4.1823918e-05
4.1823918e-05,3.6612855e-05
3.6612855e-05,3.481482e-05
3.481482e-05,4.6649802e-05
4.6649802e-05,4.6133933e-05
4.6133933e-05,3.95712975e-05
3.95712975e-05,3.3008662e-05
3.3008662e-05,4.00804345e-05
4.00804345e-05,4.7152207e-05
4.7152207e-05,4.5608933e-05
4.5608933e-05,4.2319534e-05
4.2319534e-05,6.182269e-05
6.182269e-05,5.089638066666667e-05
5.089638066666667e-05,4.5433226e-05
4.5433226e-05,4.408163e-05
4.408163e-05,3.9246996e-05
3.9246996e-05,3.1058975e-05
3.1058975e-05,3.62585e-05
3.62585e-05,6.083115e-05
6.083115e-05,4.5585035e-05
4.5585035e-05,4.773689e-05
4.773689e-05,6.885367e-05
6.885367e-05,3.344267e-05
3.344267e-05,2.465262e-05
2.465262e-05,2.0941798e-05
2.0941798e-05,3.6117428e-05
3.6117428e-05,5.8925183e-05
5.8925183e-05,2.428399e-05
2.428399e-05,2.9476984e-05
2.9476984e-05,3.4669978e-05
3.4669978e-05,1.3719903e-05
1.3719903e-05,2.7567261e-05
2.7567261e-05,2.455379e-05
2.455379e-05,3.0319505e-05
3.0319505e-05,4.2357045e-05
4.2357045e-05,4.84516275e-05
4.84516275e-05,5.454621e-05
5.454621e-05,4.8073936e-05
4.8073936e-05,3.186812e-05
3.186812e-05,3.9796647e-05
3.9796647e-05,2.330914e-05
2.330914e-05,2.4334866e-05
2.4334866e-05,2.1622438e-05
2.1622438e-05,3.4769862e-05
3.4769862e-05,3.36209595e-05
3.36209595e-05,3.2472057e-05
3.2472057e-05,4.47454e-05
4.47454e-05,2.4328618e-05
2.4328618e-05,2.9675706e-05
2.9675706e-05,4.445095e-05
4.445095e-05,5.1557392e-05
5.1557392e-05,4.9406237e-05
4.9406237e-05,3.4096207e-05
3.4096207e-05,3.568888e-05
3.568888e-05,2.4013123e-05
2.4013123e-05,1.9959614e-05
1.9959614e-05,2.4945843e-05
2.4945843e-05,3.9832114e-05
3.9832114e-05,6.57718e-05
6.57718e-05,6.4422115e-05
6.4422115e-05,5.2126448500000006e-05
5.2126448500000006e-05,3.9830782e-05
3.9830782e-05,2.3909364e-05
2.3909364e-05,1.9907731e-05
1.9907731e-05,2.763077e-05
2.763077e-05,2.918209e-05
2.918209e-05,3.5863904e-05
3.5863904e-05,4.4644832e-05
4.4644832e-05,6.458696e-05
6.458696e-05,4.4655928e-05
4.4655928e-05,3.5253026e-05
3.5253026e-05,4.0112758e-05
4.0112758e-05,2.6232658e-05
2.6232658e-05,1.41429007e-05
1.41429007e-05,2.0531434e-06
2.0531434e-06,1.4555402e-05
1.4555402e-05,3.0938231e-05
3.0938231e-05,4.732106e-05
4.732106e-05,3.2277523e-05
3.2277523e-05,4.5243345e-05
4.5243345e-05,5.8209167e-05
5.8209167e-05,3.1570708e-05
3.1570708e-05,2.1749425e-05
2.1749425e-05,-9.50584e-06
-9.50584e-06,2.1280679e-05
2.1280679e-05,2.6650505e-05
2.6650505e-05,2.433986e-05
2.433986e-05,4.507698e-06
4.507698e-06,2.4465236e-05
5.6772566e-05,8.0493315e-05
8.0493315e-05,4.023615e-05
4.023615e-05,3.60828975e-05
3.60828975e-05,3.1929645e-05
3.1929645e-05,2.2914533e-05
2.2914533e-05,2.6153268e-05
2.6153268e-05,9.801379e-06
9.801379e-06,2.836652e-05
2.836652e-05,2.1409034e-05
2.1409034e-05,2.3606253e-05
2.3606253e-05,2.5605586e-05
2.5605586e-05,1.8066858066666667e-05
1.8066858066666667e-05,1.0528130133333334e-05
1.0528130133333334e-05,2.9894022e-06
2.9894022e-06,1.8777406e-05
1.8777406e-05,3.1418756e-05
3.1418756e-05,7.758358e-05
7.758358e-05,2.769629e-05
2.769629e-05,3.22784875e-05
3.22784875e-05,3.6860685e-05
3.6860685e-05,3.355088e-05
3.355088e-05,2.3720959e-05
2.3720959e-05,4.148085e-05
4.148085e-05,3.421727e-05
3.421727e-05,1.9037092e-05
1.9037092e-05,3.4913446e-05
3.4913446e-05,5.5638633e-05
5.5638633e-05,0.00010055272
0.00010055272,6.628758e-05
6.628758e-05,2.625637e-05
2.625637e-05,2.5964166e-05
2.5964166e-05,3.236919e-05
3.236919e-05,1.1613275e-05
1.1613275e-05,4.200835e-05
4.200835e-05,5.14453175e-05
5.14453175e-05,6.0882285e-05
6.0882285e-05,6.396951e-05
6.396951e-05,3.7608996e-05
3.7608996e-05,3.0215158e-05
3.0215158e-05,2.5608018e-05
2.5608018e-05,2.257012e-05
2.257012e-05,1.0068664e-05
1.0068664e-05,3.124355e-05
3.124355e-05,2.8625069e-05
2.8625069e-05,4.024733e-05
4.024733e-05,3.94211015e-05
3.94211015e-05,3.8594873e-05
3.8594873e-05,5.4398868e-05
5.4398868e-05,2.8948494e-05
2.8948494e-05,4.270361e-05
4.270361e-05,4.6682444e-05
4.6682444e-05,5.0661278e-05
5.0661278e-05,2.9519804e-05
2.9519804e-05,3.9458362e-05
3.9458362e-05,4.7958838e-05
4.7958838e-05,2.9487504e-05
2.9487504e-05,3.1332016e-05
3.1332016e-05,2.8987293e-05
2.8987293e-05,3.380278e-05
3.380278e-05,4.779141e-05
4.779141e-05,4.616541e-05
4.616541e-05,3.3796427e-05
3.3796427e-05,2.842176e-05
2.842176e-05,5.2713847e-05
5.2713847e-05,8.4378546e-05
8.4378546e-05,5.210955e-05
5.210955e-05,2.5785073e-05
2.5785073e-05,4.4990964e-05
4.4990964e-05,3.285878e-05
3.285878e-05,3.581216e-05
3.581216e-05,3.1799325e-05
3.1799325e-05,1.224017e-05
1.224017e-05,1.6377046e-05
1.6377046e-05,1.5732134e-05
1.5732134e-05,1.020425e-05
1.020425e-05,4.724025e-05
4.724025e-05,4.0329745e-05
4.0329745e-05,3.9763803e-05
3.9763803e-05,3.245136e-05
3.245136e-05,2.9412573e-05
2.9412573e-05,2.6056665e-05
2.6056665e-05,3.727118e-05
3.727118e-05,2.6194308e-05
2.6194308e-05,3.1290965e-05
3.1290965e-05,3.2304433e-05
3.2304433e-05,3.578853e-05
3.578853e-05,6.8038906e-05
6.8038906e-05,4.614377e-05
4.614377e-05,3.8522954e-05
3.8522954e-05,4.528179e-05
4.528179e-05,2.9756844e-05
2.9756844e-05,3.0947926e-05
3.0947926e-05,2.9251054e-05
2.9251054e-05,3.7543326e-05
3.7543326e-05,2.7530692e-05
2.7530692e-05,8.2260725e-05
8.2260725e-05,1.5723199e-05
1.5723199e-05,2.8664866e-05
2.8664866e-05,6.4686383e-06
6.4686383e-06,1.932968553333333e-05
1.932968553333333e-05,3.219073276666667e-05
3.219073276666667e-05,4.505178e-05
4.505178e-05,3.0286188e-05
3.0286188e-05,6.0089264e-05
6.0089264e-05,3.072869e-05
3.072869e-05,4.1713156e-05
4.1713156e-05,3.1646578e-05
3.1646578e-05,3.1490184e-05
3.1490184e-05,6.5840664e-05
6.5840664e-05,4.0406616e-05
4.0406616e-05,1.6842507e-05
1.6842507e-05,2.85944155e-05
2.85944155e-05,4.0346324e-05
4.0346324e-05,2.3851548e-05
2.3851548e-05,3.15629e-05
3.15629e-05,2.664528e-05
2.664528e-05,4.713654e-05
4.713654e-05,4.36719e-05
4.36719e-05,3.5753954e-05
3.5753954e-05,3.5778015e-05
3.5778015e-05,3.0623805000000004e-05
3.0623805000000004e-05,2.5469595e-05
2.5469595e-05,5.9663682e-05
5.9663682e-05,4.4435455e-05
4.4435455e-05,2.1925502e-05
2.1925502e-05,3.0238815666666667e-05
3.0238815666666667e-05,3.855212933333333e-05
3.855212933333333e-05,4.6865443e-05
4.6865443e-05,3.564599e-05
3.564599e-05,3.9376035e-05
3.9376035e-05,4.7948266e-05
4.7948266e-05,5.1214032e-05
5.1214032e-05,2.9391818e-05
2.9391818e-05,3.9466053e-05
3.9466053e-05,3.5246117e-05
3.5246117e-05,3.2067484e-05
3.2067484e-05,4.04743e-05
4.04743e-05,4.48309235e-05
4.48309235e-05,4.9187547e-05
4.9187547e-05,5.341460525e-05
5.341460525e-05,5.76416635e-05
5.76416635e-05,6.186872175e-05
6.186872175e-05,6.609578e-05
6.609578e-05,4.831496e-05
4.831496e-05,4.59634775e-05
4.59634775e-05,4.3611995e-05
4.3611995e-05,4.0850452666666666e-05
4.0850452666666666e-05,3.808891033333334e-05
3.808891033333334e-05,3.5327368e-05
3.5327368e-05,0.00024006073
0.00024006073,4.488646e-05
4.488646e-05,7.0233764e-05
7.0233764e-05,4.125222e-05
4.125222e-05,3.2982894e-05
3.2982894e-05,3.139818e-05
3.139818e-05,2.487251e-05
2.487251e-05,3.8656708e-05
3.8656708e-05,4.748102e-05
4.748102e-05,4.76343165e-05
4.76343165e-05,4.7787613e-05
4.7787613e-05,4.78181204e-05
4.78181204e-05,4.78486278e-05
4.78486278e-05,4.78791352e-05
4.78791352e-05,4.79096426e-05
4.79096426e-05,4.794015e-05
4.794015e-05,2.1880911e-05
2.1880911e-05,2.8293569e-05
2.8293569e-05,3.4706227000000004e-05
3.4706227000000004e-05,4.1118885e-05
4.1118885e-05,4.053416725e-05
4.053416725e-05,3.99494495e-05
3.99494495e-05,3.936473175e-05
3.936473175e-05,3.8780014e-05
3.8780014e-05,3.84449e-05
3.84449e-05,3.4686815e-05
3.4686815e-05,3.504314142857143e-05
3.504314142857143e-05,3.5399467857142857e-05
3.5399467857142857e-05,3.575579428571429e-05
3.575579428571429e-05,3.611212071428572e-05
3.611212071428572e-05,3.646844714285715e-05
3.646844714285715e-05,3.682477357142857e-05
3.682477357142857e-05,3.71811e-05
3.71811e-05,6.3572756e-05
6.3572756e-05,5.92135388e-05
5.92135388e-05,5.48543216e-05
5.48543216e-05,5.04951044e-05
5.04951044e-05,4.61358872e-05
4.61358872e-05,4.177667e-05
4.177667e-05,4.3589742e-05
4.3589742e-05,6.428473e-05
6.428473e-05,2.9314931e-05
2.9314931e-05,5.137271e-05
5.137271e-05,2.5058742e-05
2.5058742e-05,4.7727255e-05
4.7727255e-05,3.519738e-05
3.519738e-05,5.5763663e-05
5.5763663e-05,6.210802e-05
6.210802e-05,5.33269425e-05
5.33269425e-05,4.4545865e-05
4.4545865e-05,4.444851e-05
4.444851e-05,4.1061547e-05
4.1061547e-05,5.0457304e-05
5.0457304e-05,4.153232e-05
4.153232e-05,4.761053e-05
4.761053e-05,4.791780766666667e-05
4.791780766666667e-05,4.8225085333333336e-05
4.8225085333333336e-05,4.8532363e-05
4.8532363e-05,4.883964066666667e-05
4.883964066666667e-05,4.914691833333333e-05
4.914691833333333e-05,4.9454196e-05
4.9454196e-05,4.285497675e-05
4.285497675e-05,3.62557575e-05
3.62557575e-05,2.965653825e-05
2.965653825e-05,2.3057319e-05
2.3057319e-05,2.8302905333333333e-05
2.8302905333333333e-05,3.354849166666667e-05
3.354849166666667e-05,3.8794078e-05
3.8794078e-05,3.1379772e-05
3.1379772e-05,3.2663050999999995e-05
3.2663050999999995e-05,3.394633e-05
3.394633e-05,4.7262936e-05
4.7262936e-05,4.888932e-05
4.888932e-05,5.0515704e-05
5.0515704e-05,6.5215e-05
6.5215e-05,5.5736924e-05
5.5736924e-05,6.231191e-05
6.231191e-05,4.1912135e-05
4.1912135e-05,3.195276e-05
3.195276e-05,2.8923972e-05
2.8923972e-05,3.8580707e-05
3.8580707e-05,3.2479078e-05
3.2479078e-05,2.7593359e-05
2.7593359e-05,2.270764e-05
2.270764e-05,3.612782e-05
3.612782e-05,3.5324487e-05
3.5324487e-05,4.5802477e-05
4.5802477e-05,3.7777485e-05
3.7777485e-05,3.48860056e-05
3.48860056e-05,3.19945262e-05
3.19945262e-05,2.91030468e-05
2.91030468e-05,2.62115674e-05
2.62115674e-05,2.3320088e-05
2.3320088e-05,2.62198575e-05
2.62198575e-05,2.9119627e-05
2.9119627e-05,4.88062685e-05
4.88062685e-05,6.849291e-05
6.849291e-05,5.67774e-05
5.67774e-05,4.506189e-05
4.506189e-05,3.334638e-05
3.334638e-05,4.7542495e-05
4.7542495e-05,6.173861e-05
6.173861e-05,5.55057285e-05
5.55057285e-05,4.9272847e-05
4.9272847e-05,5.1652565333333335e-05
5.1652565333333335e-05,5.403228366666667e-05
5.403228366666667e-05,5.6412002e-05
5.6412002e-05,3.7834157e-05
3.7834157e-05,4.0326668e-05
4.0326668e-05,3.87014045e-05
3.87014045e-05,3.7076141e-05
3.7076141e-05,3.54508775e-05
3.54508775e-05,3.3825614e-05
3.3825614e-05,3.5716042e-05
3.5716042e-05,4.3475186e-05
4.3475186e-05,3.7435122e-05
3.7435122e-05,2.8245113e-05
2.8245113e-05,2.925075e-05
2.925075e-05,4.369348e-05
4.369348e-05,3.318574e-05
3.318574e-05,2.3230612e-05
2.3230612e-05,1.3275484e-05
1.3275484e-05,1.809917e-05
1.809917e-05,2.2922856e-05
2.2922856e-05,2.7746542e-05
2.7746542e-05,3.2570228e-05
3.2570228e-05,2.4681984e-05
2.4681984e-05,3.179555e-05
3.179555e-05,3.8037753e-05
3.8037753e-05,6.157331e-05
6.157331e-05,3.5494395e-05
3.5494395e-05,3.9454124e-05
3.9454124e-05,3.637675e-05
3.637675e-05,4.7134698e-05
4.7134698e-05,3.2237273e-05
3.2237273e-05,2.1340076e-05
2.1340076e-05,3.0261808e-05
3.0261808e-05,3.471381e-05
3.471381e-05,4.650306e-05
4.650306e-05,4.5449113e-05
4.5449113e-05,2.9589504e-05
2.9589504e-05,2.3313221e-05
2.3313221e-05,2.9142791e-05
2.9142791e-05,3.1003234e-05
3.1003234e-05,4.9627826e-05
4.9627826e-05,5.1680974e-05
5.1680974e-05,6.615484e-05
6.615484e-05,6.2135616e-05
6.2135616e-05,6.889929800000001e-05
6.889929800000001e-05,7.566298e-05
7.566298e-05,7.01710854e-05
7.01710854e-05,6.46791908e-05
6.46791908e-05,5.91872962e-05
5.91872962e-05,5.369540159999999e-05
5.369540159999999e-05,4.8203507e-05
4.8203507e-05,3.137532e-05
3.137532e-05,5.3682157e-05
5.3682157e-05,5.626965e-05
5.626965e-05,9.1984046e-05
9.1984046e-05,6.8931886e-05
6.8931886e-05,4.5879726e-05
4.5879726e-05,5.3997876e-05
5.3997876e-05,3.51756e-05
3.51756e-05,1.835319e-05
1.835319e-05,3.9104354e-05
3.9104354e-05,5.0487914e-05
5.0487914e-05,4.4806506e-05
4.4806506e-05,3.9125098e-05
3.9125098e-05,4.8485086e-05
4.8485086e-05,4.354567e-05
4.354567e-05,5.70147e-05
5.70147e-05,2.0716649e-05
2.0716649e-05,3.4757788e-05
3.4757788e-05,3.186901566666667e-05
3.186901566666667e-05,2.898024333333333e-05
2.898024333333333e-05,2.6091471e-05
2.6091471e-05,1.9970825e-05
1.9970825e-05,2.2764882e-05
2.2764882e-05,2.7291582e-05
2.7291582e-05,1.7620421e-05
1.7620421e-05,3.1718046e-05
3.1718046e-05,2.9664254e-05
2.9664254e-05,2.6401329e-05
2.6401329e-05,2.3138404e-05
2.3138404e-05,2.9821358e-05
2.9821358e-05,2.760487e-05
2.760487e-05,3.161977e-05
3.161977e-05,2.7837274e-05
2.7837274e-05,2.7262247e-05
2.7262247e-05,3.402804e-05
3.402804e-05,2.812845e-05
2.812845e-05,4.5114928e-05
4.5114928e-05,6.239396e-05
6.239396e-05,4.924341966666666e-05
4.924341966666666e-05,3.609287933333333e-05
3.609287933333333e-05,2.2942339e-05
2.2942339e-05,4.173561e-05
4.173561e-05,4.984708e-05
4.984708e-05,6.035636e-05
6.035636e-05,4.380886e-05
4.380886e-05,6.575881e-05
6.575881e-05,4.334366e-05
4.334366e-05,8.089156e-05
8.089156e-05,4.8682683e-05
4.8682683e-05,2.813501e-05
2.813501e-05,3.489204e-05
3.489204e-05,5.215256e-05
5.215256e-05,3.525735e-05
3.525735e-05,5.0144066e-05
5.0144066e-05,3.333419e-05
3.333419e-05,4.767086e-05
4.767086e-05,4.38536e-05
4.38536e-05,4.5664612e-05
4.5664612e-05,3.222208e-05
3.222208e-05,3.6976075e-05
3.6976075e-05,2.9615408e-05
2.9615408e-05,3.707875e-05
3.707875e-05,4.6809928e-05
4.6809928e-05,4.7396756e-05
4.7396756e-05,3.3004613e-05
3.3004613e-05,3.7283236e-05
3.7283236e-05,3.9707367e-05
3.9707367e-05,3.889641e-05
3.889641e-05,4.3508735e-05
4.3508735e-05,6.45219e-05
6.45219e-05,3.3755405e-05
3.3755405e-05,3.147162e-05
3.147162e-05,3.9420473e-05
3.9420473e-05,2.5862688e-05
2.5862688e-05,3.473359e-05
3.473359e-05,6.752155e-05
6.752155e-05,3.4417626e-05
3.4417626e-05,3.446867e-05
3.446867e-05,6.072787e-05
6.072787e-05,6.3150175e-05
6.3150175e-05,5.089219e-05
5.089219e-05,4.7481502e-05
4.7481502e-05,3.817456e-05
3.817456e-05,5.7059122e-05
5.7059122e-05,3.6129648e-05
3.6129648e-05,7.717055e-05
7.717055e-05,5.6510973e-05
5.6510973e-05,4.076445e-05
4.076445e-05,3.249223e-05
